dev_id
6029138
6029636
6028676
6029317
6028962
6029046
6030400
6027865
6028465
6030420
6029967
6027910
6029522
6028323
6030193
6029544
6030411
6027518
6027561
6030488
6026944

6026997
6031381
6031392
6031209
6029962
6028297
6031165
6031707
6032120
6032135
6030378
6031196
6032118
6030181
6032110
6027933
6032112
6031147
6030195
6028305
6029976
6030138
6027931
6032111
6031143
6027276
6030428
6031137
6031974
6031144
6031980
6032129
6031965
6028774
6029029
6028689
6029202
6029043
6028744
6029513
6028952
6029216
6029084
6028749
6028746
6028745
6028755
6029420
6028698
6029208
6028980
6027225
6029021
6029037
6028807
6028953
6029299
6029486
6029006
6025662
6029376
6028982
6029128
6028967
6029474
6029489
6029510
6029603
6028964
6029492
6029413
6028739
6028738
6028568
6029041
6028880
6028001
6025612
6032621
6027486
6027418
6028092
6032300
6025663
6027971
6026690
6028140
6028144
6028025
6028095
6027672
6027427
6027018
6026151
6026279
6027401
6027715
6026083
6030760
6030668

6030735
6030740
6030204
6029893
6030758
6030529
6028335
6030719
6030512
6028316
6031440
6030678
6029898
6030396
6028311
6028318
6031136
6032138
6030410
6030398

6030429
6030526
6029899
6028864
6028758
6029055
6029003
6029448
6029480
6025879
6028699
6029047
6028390
6029325
6028694
6029253
6029271
6028469
6029048
6029057
6029549
6029579
6029321
6027692
6027437
6027994
6026014
6027993
6029499
6028789
6029171
6027686
6027681
6028957
6028003
6027771
6028997
6027987
6034943
6030986
6032183
6027280
6028828
6031223
6031966
6031964
6028811
6027282
6034477
6031969
6027267
6028832
6028294
6031806
6031145
6031722
6031200
6030185
6030546
6026928
6027579
6030217
6026923

6031007
6027556
6030034
6030992
6031390
6031385
6032119
6032085
6032193
6031804
6027920
6026251
6032199
6026213
6031796
6030033
6026952
6030637
6027925
6026979
6030727
6029526
6032083
6027918
6032184
6029910
6027278
6026723
6026731

6030109
6027578
6032202
6031968
6032213
6031794
6032218
6026214
6025747
6028833
6027268
6026234
6027271
6027272
6032313
6032316
6032357
6029822
6032317
6031856
6032320
6032349
6032364
6032302
6033554
6034936
6032758
6039749
6033736
6033581
6033844
6032353
6034938
6029818
6029825
6034743
6034741
6032345
6029812
6032341
6034740
6032630
6034932
6027385
6027389
6029824
6026030
6034953
6034947
6026509
6026285
6032124
6032318
6034944
6034738
6027669
6027984
6030708
6028150
6027663
6031691
6030697
6027779
6028137
6027689
6027432
6031810
6027406
6028146
6027694
6027703
6027687
6027660
6027423
6026044
6027422
6028633
6027808
6027638
6027814
6027836
6028096
6027676
6028425
6027817
6027398
6027629
6028403
6028525
6027620
6028537
6027649
6027960
6025608
6028486
6028624
6028165
6026749
6025605
6026794
6026710
6026703
6026302
6026700
6026428
6026395
6025617
6026713
6026711
6026696
6026817
6026911
6025653
6026969
6026971
6030045
6030160
6030170
6030042
6027557
6030050
6030040
6030280
6030860
6030870
6030577
6030490
6030497
6032132
6026225
6030051
6026888
6030702
6030626
6029188
6028941
6028756
6029263
6029189
6032176
6032145
6030739
6032141
6030611
6030747
6031449
6028203
6032179
6030540
6029172
6028961
6029313
6029615
6029153
6028706
6028936
6029157
6028970
6029496
6025735
6029247
6028780
6028703
6029038
6029345
6029002
6028741
6029082
6029109
6028763
6029586
6029255
6029203
6029145
6028942
6029463
6028661
6029036
6029383
6028742
6029340
6028730
6025468
6029392
6028723
6027017
6025484
6027695
6027999
6027377
6027441
6027400
6027701
6028058
6027364
6027475
6027025
6026024
6027470
6026181
6028083
6027816
6026004
6027372
6027992
6026041
6028422
6028413
6028658
6027781
6033681
6026025
6026001
6026074
6027621
6026371
6026015
6027983
6027412
6028136
6028000
6026006
6027388
6027685
6026389
6025935
6027819
6027828
6028009
6027391
6027665
6028407
6027969
6027950
6028650
